stage,trial,best_iteration,boosting_type,num_leaves,max_depth,learning_rate,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,min_split_gain,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
lightgbm,62,1971,gbdt,243,4,0.008942400894931417,296,0.7618249780293606,1,0.9869401457453678,0.000250780684450559,0.0004429710828152809,1.8323723703914204e-08,0.8775869144045312,0.1352061697008826,0.5049079754601227,0.04997204005897006,0.7658548402455236
lightgbm,63,1909,gbdt,255,4,0.00903906923182233,321,0.72075725960043,1,0.9880918479300691,9.666824994250715e-06,2.510305183078062e-05,1.671373064630931e-08,0.8776953546889272,0.13525950205228238,0.49141104294478527,0.04972421330893193,0.7670888168809782
lightgbm,64,2433,gbdt,248,4,0.006673994837438671,159,0.7832480520895324,1,0.9648644531600379,0.0020867639721060278,0.0019096284957713428,4.1819591447766496e-08,0.87771074201286,0.13595447122765555,0.49938650306748467,0.049787758629454525,0.7654227808575812
lightgbm,65,631,gbdt,224,-1,0.013174397733735667,288,0.7417231404489517,1,0.9998847688662177,0.0004422295310290344,0.7535184661203199,6.505690776933222e-08,0.8712341717573094,0.12996514160615677,0.46809815950920247,0.04998474912307458,0.5541512372790979
lightgbm,66,1674,gbdt,191,6,0.005185793429726694,252,0.6928360509617009,1,0.9575885523351464,0.00928736925917771,0.027517233760662323,2.720467426844521e-08,0.8734741949860482,0.1330084061379872,0.48466257668711654,0.049787758629454525,0.734932782949294
lightgbm,67,2011,gbdt,161,4,0.008314922080098769,143,0.7634266455747939,1,0.9336739887101011,1.8315585490492538e-05,9.570578992836823e-05,1.883834797850628e-06,0.8777193303773454,0.13656245139059514,0.505521472392638,0.04972421330893193,0.766056899681716
lightgbm,68,2328,gbdt,150,4,0.008670929658377619,140,0.7993858589071949,1,0.9391961871769989,0.00024206943339408958,8.14991833920935e-05,1.6103017658346097e-06,0.8775523309359204,0.13579911049006727,0.49570552147239266,0.04960983173199126,0.7667006117538151
lightgbm,69,1950,gbdt,130,4,0.0076134753677141705,195,0.7646368834139269,1,0.9872328264934694,2.2551447646128483e-05,0.0006339621297700726,1.5276125066710827e-08,0.8777045083338713,0.13633432217922253,0.5012269938650307,0.04999745818717909,0.76442676415181
lightgbm,70,2432,gbdt,131,4,0.006777919084765532,186,0.8402080432500749,1,0.9870665512620592,2.0212062976793792e-05,0.0001292218882014475,1.4076224038551844e-08,0.8778181569954587,0.13518783399129902,0.49877300613496933,0.04999110365512684,0.7643029009893285
lightgbm,71,286,gbdt,142,4,0.1416996984269204,175,0.7788613774175713,1,0.9507650134993912,4.881928968337054e-05,0.0004694449948795865,1.237702147018261e-07,0.8271741641568213,0.05250603652464429,0.38098159509202456,0.04991484927049972,0.8903904247225803
lightgbm,72,2286,gbdt,120,4,0.007617463539360254,200,0.7577867684313715,1,0.9884393687887439,3.090317076732434e-05,0.0006719237887780172,4.152928609905063e-08,0.8776519099618166,0.13597186903404795,0.503680981595092,0.04984494941792486,0.7654291937147285
lightgbm,73,2286,gbdt,120,4,0.007854048611805388,211,0.7637472601276315,1,0.9894012132067582,2.4884840799541333e-05,0.008218795438789924,2.9083037066023732e-08,0.8775677689401702,0.1362662320108628,0.5042944785276073,0.04979411316150679,0.7654283751240893
lightgbm,74,2308,gbdt,117,4,0.007572799836895103,200,0.7862516201937279,1,0.9904135865291679,2.4099520832681438e-05,0.0057554644757830155,2.436138781688652e-08,0.8774960991749867,0.13584979131094682,0.5024539877300613,0.049654313456357076,0.7662754856933941
lightgbm,75,970,gbdt,96,12,0.0077570638148995695,209,0.7632114113187136,1,0.9819695289671011,2.8280761751588277e-05,0.007250198902133149,2.23046137198948e-08,0.8736245751819891,0.13281884209927533,0.4852760736196319,0.04998474912307458,0.7052518150432735
lightgbm,76,3038,gbdt,118,4,0.005754246625138661,221,0.8104431728161765,1,0.9989205563093989,0.0005865930120389041,0.0014039872244103132,1.0232090415165057e-08,0.8776485845533256,0.13560541649676036,0.498159509202454,0.04952086828325962,0.7657889117812389
lightgbm,77,2563,gbdt,111,4,0.006392338833105804,197,0.7905951158449667,1,0.9711559149613272,0.0647683791177936,0.0006050226888127945,3.783546957464956e-08,0.8780447954745129,0.13665261173963766,0.49938650306748467,0.049838594885872604,0.7651765056331481
lightgbm,78,2286,gbdt,128,4,0.007432417201415662,169,0.7652623502878558,1,0.9888723138156396,1.4402749171801835e-05,0.008903176784675105,7.617585416876633e-08,0.8776357039558405,0.13675710722581697,0.49877300613496933,0.04995297646281328,0.7649671687267774
lightgbm,79,1004,gbdt,123,8,0.00540375874564813,150,0.782565981846835,1,0.9314142962541946,0.00016972557193235314,0.003326280495449462,1.8886319832557915e-08,0.8699105305277957,0.12742808447734727,0.47300613496932514,0.049679731584566116,0.7000966181436501
lightgbm,80,1988,gbdt,101,4,0.009119374678102601,94,0.7449825988132714,1,0.9760852140579921,5.353822881458265e-06,0.002394312142476852,3.0658959874219416e-08,0.8775826572579047,0.1353581370565184,0.5024539877300613,0.04976869503329775,0.765719368996624
lightgbm,81,1969,gbdt,82,4,0.008457556558551972,60,0.7479481429211289,1,0.9750593881632431,4.697047238826099e-05,0.01514009555810338,1.516085892450071e-08,0.8779083250763402,0.1357613734786589,0.49877300613496933,0.049876722078186164,0.7654663234938621
lightgbm,82,2398,gbdt,98,4,0.007106431586624657,92,0.8003467450960858,1,0.9895643454242935,8.14215269917605e-06,0.0006290565032762683,3.6941613966569036e-08,0.8772439684964911,0.13521153356521992,0.4938650306748466,0.04981953128971583,0.7653104356747836
lightgbm,83,1504,gbdt,105,4,0.009144189277548155,76,0.817538309006508,1,0.9689259658252616,4.706910017473593e-06,0.0025546298232537196,6.303135132760476e-08,0.8774953233762884,0.1354081818065524,0.49938650306748467,0.04999745818717909,0.7632497654647717
lightgbm,84,1951,gbdt,84,4,0.008125698799345039,129,0.7742054057402653,1,0.9812060642684682,7.022200202769243e-05,0.0019281601392351008,2.4980279953303506e-08,0.8774318560254842,0.1354968231974226,0.498159509202454,0.04991484927049972,0.7650114838623767
lightgbm,85,150,gbdt,136,-1,0.08145236978210252,197,0.7138123681074844,1,0.9921939321550556,1.7963778257044734e-05,0.09239590307102216,1.4174622242584115e-08,0.8438145881655066,0.0924902343798579,0.4208588957055215,0.04995297646281328,0.674512701613273
lightgbm,86,1374,gbdt,147,6,0.00644473634760917,119,0.7632772318632209,1,0.8125603883967857,2.822169126658366e-05,0.00664979179510919,9.532212859206045e-08,0.8741396782283285,0.13212910447393167,0.4883435582822086,0.04995933099486554,0.7360060432391613
lightgbm,87,530,gbdt,162,10,0.009180762459568989,95,0.7400243251705122,1,0.9574663389150282,1.0148516447894355e-05,0.00042349658224541647,1.303810839859189e-07,0.8693149393411184,0.12805060174583793,0.47484662576687114,0.04994662193076102,0.6793159081529112
lightgbm,88,2047,gbdt,114,4,0.007793777892653462,155,0.7272615374403085,1,0.9980895287694507,0.0001858720263346919,0.0012740727871726608,2.7746443692129155e-08,0.8778103834145311,0.1358381098359465,0.4938650306748466,0.049902140206395204,0.7646079969826561
lightgbm,89,1253,gbdt,123,4,0.012352107456731931,138,0.7880850987766268,1,0.9778383639394101,2.2576152702346795e-08,0.035089897586771106,0.0018978461617321786,0.8773985083769106,0.13663706243373347,0.49570552147239266,0.04985765848202938,0.7653586936116421
lightgbm,90,2794,gbdt,136,4,0.005690552425771751,71,0.7468239105542174,1,0.96633769203265,0.0003851460053516201,0.014060827910311314,4.323176449552016e-05,0.8777666034176309,0.13593476728994652,0.49938650306748467,0.04989578567434294,0.7655427096112439
lightgbm,91,1280,gbdt,182,4,0.011000756401265778,172,0.768573516223997,1,0.999901359736053,6.223737641896168e-08,2.080613173715396,9.608880903827332e-05,0.8777304644531376,0.13622476257861219,0.498159509202454,0.04959712266788674,0.7661482930935033
lightgbm,92,2266,gbdt,49,4,0.007188542001668552,227,0.7554679621225402,1,0.990098218787981,6.641215026569043e-05,0.0038452196100101114,9.788424248830191e-07,0.877604134016847,0.13657561401574186,0.5006134969325153,0.04997204005897006,0.7643805002744336
lightgbm,93,3202,gbdt,54,4,0.005016685772998451,224,0.6003835132979974,1,0.983212656540275,5.025088400398913e-05,0.003931410955102854,5.572416368875031e-08,0.8771945473904627,0.13596089362066094,0.498159509202454,0.049838594885872604,0.7667017097504297
lightgbm,94,2447,gbdt,65,4,0.007120196967882266,215,0.7572932421568117,1,0.9529314072379393,2.5906122208543523e-05,0.0008345447627341202,5.237081672002711e-07,0.8777442261084408,0.13649953124427444,0.496319018404908,0.04981953128971583,0.7664443909093418
lightgbm,95,1510,gbdt,48,4,0.009858124560339732,191,0.8063582542801794,1,0.9739996415614917,1.4006788497149176e-05,0.00017675344350630748,2.968820437274393e-08,0.8777672115814348,0.1355976389795053,0.498159509202454,0.04992120380255198,0.7650196485537846
lightgbm,96,2808,gbdt,108,4,0.006125367820460757,230,0.7383092630072594,1,0.6554969285667398,7.17557425462304e-05,0.010095473429433096,1.5192416341817152e-07,0.8780400081338009,0.13559844482971703,0.496319018404908,0.04991484927049972,0.7685795230106153
lightgbm,97,1057,gbdt,158,12,0.008437682609112459,202,0.7778321144207196,1,0.9910585586375984,1.904085085215197e-06,0.005488274450241294,1.085432392082053e-06,0.8721234631778649,0.12809538379855628,0.4785276073619632,0.049578059071729956,0.6220121900195191
lightgbm,98,1758,gbdt,122,4,0.00959999558747219,242,0.7539470297393357,1,0.9640076834102258,5.529939275099394e-06,0.0025325698154741614,1.0969697134837981e-08,0.8778101767947771,0.13590353979770875,0.5042944785276073,0.049876722078186164,0.7657542435181969
lightgbm,99,1970,gbdt,100,4,0.00940866021973764,240,0.8249616931703269,1,0.9419721452593671,4.0951788578924365e-06,0.0015422467152796922,1.1313371240028019e-08,0.8775701782044697,0.13516559841252243,0.5,0.04966066798840933,0.7662432299984911
